video_id,authorDisplayName,textDisplay
3YeYUoybimM,@bendalangka1821,"Keturunan MANUSIA TANPA KASIH SAYANG....<br>Apapun NARASImu, SAYA TETAP AKAN MEMBERI MAKAN KUCING, ANJING, HEWAN LIAR YANG TIDAK MERUGIKAN/ MERUSAK...<br><br>ANDA PENJAGA WARTEG ya ? 😂😂"
3YeYUoybimM,@AndroGoji133,Widih kalo kasi makan Buaya burung elang sama hewan predator bisa gak
3YeYUoybimM,@bendalangka1821,"@DailyTokuFan  Baca yg teliti, MERUGIKAN/ MERUSAK tidak ?"
3YeYUoybimM,@Gn4rlyyyy,"KUCING ITU MERUGIKAN, KALAU MAU KAMU KASIH MAKAN TERUS BAWA PULANG KE RUMAH MU, JANGAN MENYUSAHKAN ORANG LAIN UNTUK BERSIHKAN TAI NYA, TAU GAK DI KOSAN SAYA ADA ORANG YANG SERING KASIH MAKAN KUCING LIAR ALHASIL BANYAK KUCING LIAR LAIN YANG DATANG SAMPAI KUCINGNYA BERAK DI SEMBARANG TEMPAT SALAH SATUNYA DEKAT KAMAR KOSAN SAYA JADI MAU TIDAK MAU SAYA LAGI YANG HARUS BERSIHKAN KOTORANNYA, JADI ITU JELAS MERUGIKAN ORANG LAIN DONG"
3YeYUoybimM,@bendalangka1821,"@JADmikooJAD 😂😂😂 FAHAM dgn DESKRIDITKAN MEMBAWA PENYAKIT/ PENYAKITAN, BIKIN CEKCOK TETANGGA dll ???<br> BELAJAR FAHAM NARASI, JANGAN ASAL PROTES TANPA FAHAM NARASI."
3YeYUoybimM,@bendalangka1821,"@@Gn4rlyyyy , apa susahnya bilang ke yg tukang kasih makan ? Apa dia bawa pulang kucingnya ke kost2an ???<br>Kalau anda sok bersih, udara yang anda hisap itu juga ada debu kotoran, reak orang, dan jutaan kuman...."
3YeYUoybimM,@adeputraandika7008,"Maaf bg, gua suka² aja ide lu, tapi ga bisa kita liat dari satu sudut pandang doang, saya coba beri sudut pandang lain, misal bagaimana jika kucing itu belum makan 2 hari, dia sudah berburu tpi belum ada hasil, apalagi yg di perkotaan, bisa jadi rezeki makananya untuk bertahan dari tangan kita, walaupun sedikit, stidaknya mampu memberikan sedikit tenaga untuk mencari makanan lagi atau berburu lagi.... <br>Kalau menurut gua yang sudah biasa ngasih makan kucing di jalan, terusin aja, asal lebih di pilih² lagi, liat keadaan kucingnya, mirip seperti pembagian bansos lah wkwk<br>Kalo yang tampak bugar, cukup disapa aja untuk muasin hasrat kita"
3YeYUoybimM,@Gn4rlyyyy,"kalau kucing tersebut mati ya wajar itu namanya seleksi alam gabisa berburu akhirnya mati sendiri, karena populasi kucing liar itu sudah terlalu banyak dan kalau terlalu banyak malah jadi hama makanya di Australia sana kucing kucing liar sampai dimusnahkan"
3YeYUoybimM,@DakuNeeto,"Bah aku nobatin kamu menjadi orang paling pemberani di tahun 2025, walaupun masih panjang, bodo amat."
3YeYUoybimM,@khualatcelakakitamenghinau5909,"Ya  Allah   <br>Semoga pemerintah mau membantu    menyediakan rumah penampungan dan mengadakan <a href=""http://steril.gratis/"">steril.gratis</a>  utk kucing untuk.mengurangi populasi ..<br>Semoga pemerintah membantu .....<br>Aamiin ya robbal alamin"
3YeYUoybimM,@khualatcelakakitamenghinau5909,Ya Allah  <br>Kasihan banget kucing malang yg terlantar ..<br>Semoga banyak orang yg peduli sama kucing   ...<br>Aamii ya robbal alamin
3YeYUoybimM,@minato.addict,Cat lover ketika kucing liar yg over populasi dibilang hama : 😠😠😠😠😠<br><br>Cat lover ketika manusia dibilang hama : 😁😇😇😇😁
3YeYUoybimM,@ardykhoiruddin2898,"<a href=""https://www.youtube.com/watch?v=3YeYUoybimM&amp;t=169"">2:49</a> Niat 😂"
3YeYUoybimM,@ardykhoiruddin2898,Kucing liar banyak yang benalu
3YeYUoybimM,@bakkigaming3421,"baru aja selesai gaduh dengan tetangga karna suka pelihara kucing liar tp gk mau urus pup nya, sampai pup di pekarangan rumah orang, gitu diingatkan cuma bisa bilang namanya juga kucing bukan manusia jdi pup sembarangan.. thankyou bg"
3YeYUoybimM,@agungrahmadi850,Aksi senyap saja bang 😂
3YeYUoybimM,@pujitanto6246,"Ini benar waktu saya pelihara burung kicau juga pada mati dimakan kucing liar, padahal burung harga mahal"
3YeYUoybimM,@overknightsyt5495,Sorasaki Hina bjird 🗿
3YeYUoybimM,@anastasiajanuasri4479,"Kenapa meatu kucing,  bukan hewan lain?"
3YeYUoybimM,@anastasiajanuasri4479,"Habiskan kucing liar,  karena sudah jadi hama."
3YeYUoybimM,@iyankasela7020,Aku punya bnyk kucing dirumah.. Yg awalnya 2 ekor skrng puluhan.. Aku mulai kewalan dlm memberi makan.. Tabungan ku jg sdh hbs.. Sementara aku membiayai anakku yg kuliah... Aku mau steril yg betina  sdh ga ada biaya.. Aku mau buang tapi gak tega.. Aku bingung sekali.. Mikirkan biaya kuliah anak dan biaya makan kucing2ku.. Apakah ada yg tau tempat steril gratis di daerah medan.. Tolong infonya klau ada yang tau ya..
3YeYUoybimM,@agungrahmadi850,"Ga ada, yakin aja deh kata CL. Banyak kucing banyak rejeki 😂"
3YeYUoybimM,@davidpgdan3356,"Nah ini baru yg bener, auto subs, buat ketloper indo jangan tantrum sembarangan"
3YeYUoybimM,@xiaoling6867,pantes kucing bnyak
3YeYUoybimM,@ar.budi.y,"Ada gak ya yang tidak hanya bisa ngasih makan tapi ngopeni kotorannya, ngasih makan sih gampang yg bikin repot kotorannya di mana2.."
3YeYUoybimM,@sanomanjiro811,Biar alam berjalan seperti semestinya layaknya manusia survive menjalani hidup
3YeYUoybimM,@vierv3798,"Terlalu banyak teori, pengen dapet pahala sedekah kasih aja makan, hidup cuma sekali jangan sampe menyesal di akhirat nanti karena hal kecil ini, inget sabda nabi &quot;seorang pelacur masuk surga gara2 cuma ngasih minum anjing kehausan&quot; hadits sohih gk usah didebatin<br>Terimakasih orang2 baik semoga Allah/tuhan membalas kebaikanmu di dunia dan di akhirat 😊"
3YeYUoybimM,@rufus1637,maksudnya mending grinding pahala dari ngasih makan kucing/anjing dari pada ngasih makan orang susah ?
3YeYUoybimM,@azkaamrullah616,"daripada pahalanya nanggung bagusnya langsung sedekah ke panti asuhan aja daripada ke kucing, situ mau pahala kan? mau pahala jangan mendang mending aowkwkwk"
3YeYUoybimM,@nyomansatwika4688,Siapa yg ikan koi nya ilang di kolam hayo 😂🫵
3YeYUoybimM,@IrvanAslam,"Saya dan istri punya usaha warung makan. Awalnya hanya ada 2 - 3 kucing. Dan mereka hanya makan dr sisa makanan. Tapi makin kesini mereka makin banyak datang, ternyata beberapa orang memberi mereka makan an kucing instan dan menaruhnya di sekitar warung kami. Yg makin bikin kesal melahirkan di situ, kencibg dan pup disitu membuat bau warung makan kami. Dan utk cat lovers kalau memberi makan kucing liar merupakan sedekah mending memberi makan orang yg kekurangan biar mereka cari dgn alami.<br><br>Kotoran kucing itu yg membuat kotor, bau tdk sedap di warung kami hingga membuat pembeli kadang enggan makan di tempat, menjadi sarang penyakit anak kami pernah sakit kulit karena sering main kucing meski hanya mengejar tdk menyentuhnya, menghalangi rezeki kami sbg penjual makanan yg tiap hari harus membersihkan kotorannya dan tdk hilang hanya sebentar namun besoknya sudah buang kotoran lg. Kami sudah tdk memberi makan mereka lg tp cat lovers yg tiap hari memberikan makan di sekitar warung kami hingga mereka senang di tempat kami . Sudah pernah kami tegur tp tetap saja sampai makanan kucing masuk ke area dalam.<br><br>Jadi utk cat lovers mending kasih di area terbuka bukan di dkt rumah atau tpt berjualan kasihan yg harus berjualan krn baunya tdk sedap. Memberi rezeki ke makhluk hidup lain tp menghalangi jg rezeki makhluk hidup lain. Sama saja sia sia"
3YeYUoybimM,@tonisultoni9487,Memberi makan hewan yang lahi lapar adalah sodaqoh nya orang yang gak punya...semoga dengan berbagi Allah menambah rizqi kita Aamiinn ya rabbal alamin
3YeYUoybimM,@neeronelo,"hewan urusannya sama tuhan. lu ngasih makan hewan liar karna kepuasan hati lu semata tanpa mikirin dampak kedepannya, tapi setelah itu masyrakat sekitar yang kerepotan karna bakal banyak kucing di tempat lu kasih makan, belum lagi pupnya dimana mana. dan itu bisa jadi jalan dosa buat lu, ingat dosa sama manusia itu lebih susah urusannya daripada dosa sama tuhan. semoga lu sadar"
3YeYUoybimM,@tonisultoni9487,"@neeronelo  tuhan juga perintahkan untuk baik kepada sesama mahluk hidup,Habli minalloh Habli Minas,semua niat hati manusia hanya Alloh yang tahu."
3YeYUoybimM,@aathars,"Di adopsi aja pak, kan rezeki dah diatur tuhan juga."
3YeYUoybimM,@tonisultoni9487,@aathars  iya om
3YeYUoybimM,@neeronelo,"@ iya baik dimata kamu.sekali lagi gua tanya lu mikir ngga dampak kedepannya? contoh 1 aja kucing pup di halaman orang, itu yang disebut berbuat baik?"
3YeYUoybimM,@tonisultoni9487,"Terserah aja ,mau ngasih atau tidak,yang penting kita hidup di dunia tidak sendiri ada hewan ada tumbuhan dan lain lain,klo kita punya rasa dan perasaan melihat ada yg lagi lapar yaaaa....itu MH terserah anda saja."
3YeYUoybimM,@Axeilde,"Hidup gak bisa terserah, ada aturan. Masalahnya luh gak bertanggung jawab, kotorannya luh mau bersihin? Anaknya mau luh urus? Mencegah penyebaran penyakit, luh bisa vaksin? Kalau kena orang luh mau tanggung jawab?! Udah di kasih tau resikonya juga."
3YeYUoybimM,@tonisultoni9487,"@Axeilde  ayam tetangga juga berak d rumah ana,gk dia bersihin.tapi gua sadar bahwa hewan gk punya akal"
3YeYUoybimM,@rufus1637,"@@tonisultoni9487 justru karena gak punya akal musti diatur, dikandangin<br>bukan dibiarin &amp; diwajarin<br><br>agama lo ngajarin buat BERAKAL kan ?"
3YeYUoybimM,@Fitry1717,"Ini yg sy alami krn sering kasih makan kucing liar akhrx kucingnya sering dtng mkan di rmh, bgitu seterusnya sampai kucingx brkembang biak, dan sy gak bs mengurusnya krn sy n paksu sibuk kerja kantoran, akhirx kucingx dibuang jauh2 sm paksu"
3YeYUoybimM,@jekariarestumiang8803,Selter kucing Parung jelas menurut saya. saya 3 kali naruh kucing di sana b
3YeYUoybimM,@annajoss7813,laknat pribadi mu gk ksih mkn pus liar
3YeYUoybimM,@rufus1637,laknat pribadi mu gk ksih bantu orang susah
3YeYUoybimM,@HouseHome-l5n,Apa gunanya dokter hewan .kan adakan steril dan kebiri gratis. Wajib kasih makan mrka. Mrka hidup tidak bsa mencari makan.dia hidup belas kasihan manusia .justru Tuhan mengihdupkan mrka krn itu
3YeYUoybimM,@rufus1637,"kucing gak selemah yang lo bayangin, takdir mereka adalah jadi karnivora &amp; berburu tikus<br>kalo seandainya mereka gak bisa nyari makan sendiri ya itu akibat dari lo manjain dia dengan selalu kasih makan"
3YeYUoybimM,@savirazulfabirlianty5047,"Cuma mau cerita aja..<br>Di rumah ku itu warteg dan sayur mentah, nah di daerahku banyak bngt kucing liar yang katanya sih &quot;dipelihara&quot; tapi sukaa ngasih makan yang bisa ngundang kawan² si kucing lain itu dateng, dan kucing² tsb suka ee sembarangan 😭, sebagai pemilik warteg agak jengkel dong dengan kondisi tsb karna bau ee nya itu loh bisa mengganggu orang makan, paswaktu itu juga pernah negor yang melihara tapi gada respon, malah di biarin aja sampe beranak banyak, karna kesel akhirnya sama warga kucing nya 1-1 di pindahin ke tempat yang jauh, supaya ga ganggu aktivitas yang nyolong ikan, ee berserakan, melahirkan berserakan.<br>Tapi jengkelnya yg melihara tetap ngasih makan kucing liar dan kawan² kucing😭😭😭<br>kalo ada saran, tolong kasih tau ya, soalnya ee nya itu berserakan banget, suka ganggu, kadang ada ee nya kelindes ban dan otomatis ee nya bakal ngecap sepanjang jalan kan😭😭"
3YeYUoybimM,@savirazulfabirlianty5047,"Dan itu pun kucing² ga di rawat gituloh, kalo sakit yauda biarin aja, jadinya ngundang kumann, suka ganggu tanaman, sebagai punya warteg KUCING SUKA NYOLONG, suka bawa hewan liar semacam anakan tikus, kadal, kodok🙂🙂"
3YeYUoybimM,@kasminahummucikal9944,"Waktu kecil saya digigit dan dicakar kucing ,trus saya dibawa keklinik disuntiklah .itu kucing jantan punya keluarga kami. Sampai sekarang saya sdh umur diatas 50 th masih trauma ."
3YeYUoybimM,@yodhaarkananta,Di Facebook ada yg suka TLR bang Tangkap Lempar Retic
3YeYUoybimM,@duniamaya42,Wabah tikus semakin byk setelah kucing di basmi di australia
3YeYUoybimM,@Axeilde,"Lagi musim padi atau panen waktu itu, yah gimana gak banyak bemunculan tuh tikus."
3YeYUoybimM,@ratnamungiel3545,Ada benarnya jg sih<br>Pengalaman saya dulu di tempat kerja pernah ngasih makan kucing liar 2 ekor dan akhirnya datang lainnya sekitar 4 ekor<br>Waktu itu hanya ngasih makan saja mudah menurut saya tp ternyata kucingnya mulai pup sembarangan dan dari situ banyak teman² yg terganggu<br>Mau saya stop itu gag tega krn kucingnya terlihat sudah bergantung kpd saya sll menunggu saya kasih makan<br>Akhirnya mau gak mau saya adop bawa pulang kucing liar yg sudah terlanjur saya beri makan itu<br>Dan sejak itu saya sudah tidak ngasih makan kucing liar di tempat kerja lg krn takut kucingnya semakin banyak dan jadi bergantung ke saya semua ditambah lg suka pup sembarangan jg 😊
3YeYUoybimM,@abangiim,ini sesuay dngan fakta dan pengalaman watu si tanggerang. . awal nya satu.. puny anak 2 jadi tiga pnya anak lagi 2 anak nya punya anak lagi dan setus nya.. jadi banyak dari satu kucing.. jagi 9 . dan itu sangatlah.. menjijikan Ee ny di mna mna.. dan bau...
3YeYUoybimM,@Aninkovsky,"Dari pengamatan saya, kucing yang biasa diberi makan street feeding akan sangat susah makan dari buruan. Mereka berburu, kebanyakan hanya untuk mainan saja. Itupun kalau mereka mau berburu, kebanyakan sih malas. Rumah orangtua saya dulu ada beberapa kucing, namun tikus tetap saja merajalela."
3YeYUoybimM,@noviabdi2095,ini yang disebut lemah iman dan panjang angan-angan ...
3YeYUoybimM,@brotherhood_11,Saya alergi sama kucing dan jijik.
3YeYUoybimM,@rufus1637,wajar<br>yang aneh tuh justru ketika kita dipaksa mencintai hewan secara berlebihan<br>padahal mencintai hewan yang benar adalah membiarkan mereka &amp; gak mengganggunya
3YeYUoybimM,@ieprizkan8970,"Lbh baik kasih makan orang&quot; miskin di lingkungan sendiri, cm saran."
3YeYUoybimM,@maxandrew9878,Saya setuju
3YeYUoybimM,@GeorgeGerald-b5q,Untuk menekan populasi kucing liar solusi nya di sterilisasi
3YeYUoybimM,@tatamy444,"terimakasih bang kalau dijelaskannya seperti ini para catlovers spti saya akan bisa menerima dan akan membenahi apa yang salah, tidak seperti org2 yang hanya menghujat dgn kata2 tak pantas maaf kami tidak respect bahkan gk bisa mencerna dgn baik apa yang harus kami lakukan thanks bang❤😊"
3YeYUoybimM,@Muhaad77,Tittle diganti bg jadi<br><br>Cara mengurangi pahala
3YeYUoybimM,@layungsa6991,Bang banyak tiktoker beri makan kucing liar demi fyp gimana tuh🗿
3YeYUoybimM,@martaaabakayu,@@layungsa6991 gpp lah dari pd pelit G kasih makan
3YeYUoybimM,@rufus1637,kandang monyet ngapain diurusin
3YeYUoybimM,@desember154,"Para sahabat bertanya, “Ya Rasulullah, apakah kita bisa meraih pahala dari binatang?” Beliau menjawab, “Pada setiap hati yang basah terhadap pahala.”<br><br>Masalah penyakit tanyakan pola hidup masing-masing jangan salahkan yang lain<br>Australia menbantai kucing milyaran tikus hadir di setiap jengkal <br>Hendak berbuat benar tapi malah <br>Turki kucing anjing hidup damai tanpa ada masalah sedikitpun"
3YeYUoybimM,@rufus1637,selain pahala ada juga sebab akibat &amp; resiko<br><br>agama lo ngajarin buat berakal dan mempertimbangkan akibat &amp; resiko dari tindakan yang lo lakuin kan ?
3YeYUoybimM,@desember154,"@rufus1637  hidup itu penuh dengan resiko kawan <br>Tanpa lu suruh buat berakal sedari dulu Manusia punya akal, binatang aja punya akal masa lu ngak ngerti ngerti"
3YeYUoybimM,@danytriasfani1929,NOOOOO LUNAAAAA
3YeYUoybimM,@Irwan2002,"Persis di komplek saya ini, ada beberapa tetangga yg suka ngasih makan kucing, tapi ngga mau piara di dalam rumah.. <br>Kotorannya berserakan didepan rumah bikin bau, kucing nya juga jd pertengkaran antar tetangga karena masuk rumah dilantai atas &amp; buang kotoran diatas kasur."
3YeYUoybimM,@dzakyarafi3859,Aku pecinta kucing. Tp aku setuju g bleh ksh mkn kucing liar. Mending lu bawa pulang dn ksh mkn d rmh.
3YeYUoybimM,@madesuparta6764,"Dulu sebelum covid gang di kos saya banyak sekali ada kucing liar, setiap pagi gang berantakan oleh sampah makanan karna kucing nyari makanan di bak sampah kos dan rumah rumah, setelah setahun covid, mahasiswa yang kos pulang gak ada yang buang sisa sampah anak&quot; Kucing jadi mati dan sekarang sudah berkurang kucing di gang, jadi gang lebih bersih dan malam malam gak ribut di atap  atau pagar"
3YeYUoybimM,@GuGu-e2z,"Mereka cuman peduli ama kucing, hewan lain punah gak peduli, apalagi  reptil yang sering dianggap menjijikkan"
3YeYUoybimM,@nikodemus5029,Bang...ada ahli surga yg komentar thu...
3YeYUoybimM,@RHMDCHANN07,"Halo min, pertama kali nih nonton video di channel ini. BTW pas video ini di upload hari milad ku hihi. Saya setuju dengan pendapat kakak. Walaupun bukan pecinta kucing banget tp kalau melihat mereka lucu euy. di dukung semua adikku emg cat lovers 😅😌👍🏻<br>Intinya kalau hanya 1-2 kucing ok, yaa kalau makin banyak makin riweuh bgt. :)"
3YeYUoybimM,@JokoKendil-q3z,Ya karena masih byk org yg kolot kalo tahu kucing liar disteril. <br><br>Kucing liar juga bisa jadi hama dan mengganggu kenyamanan
3YeYUoybimM,@meonggbabe,"Dulu awal mau pelihara kucing ekspektasi pengeluaran cuma dryfood, wetfood, pasir kucing. Setelah punya kucing ternyata pengeluaran seabrek ntah itu vaksin, steril, grooming, biaya ke vet jika ada kucing sakit, vitamin, mainan, kostum&quot; lucu kalo nemu di shopee, dll, untung saya bucin nih sama anabul😭 Pesan untuk yang mau adopsi kucing harus &#39;KOMITMEN&#39; siap untuk keluar pengeluaran&quot;  tak terduga apalagi jika untuk kesehatan anabul, jangan cuma pengen&quot; doang karena fomo lucu terus nanti ga keurus atau paling parahnya nanti ditelantarin kalo dah bosen."
3YeYUoybimM,@feedbacksound,"Dulu saya kira jg melihara kucing cuma kasih makan aja selesai , ternyata problemnya baru keliatan pas mereka udah gede. <br>Harus steril supaya nggak beranak pinak atau spraying sembarangan , tp Alhamdulillah ada aja rejeki saat mau steril mereka , ada 2 kucing jantan liar yg jg ikut saya steril. <br>Meskipun nggak berpengaruh banyak , setidaknya saya udah berusaha menekan populasi mereka untuk di wilayah saya sendiri"
3YeYUoybimM,@misshannysigo9069,"Saya akan tetap memberi makan kucing liar walau saya juga sering melakukan steril. Namun steril biaya tidak sedikit. Untuk yang gratis setiap daerah juga kuota terbatas. Ada pula kendala waktu dll karena harus ditangkap dibawa dan dilepas liarkan. Kalo adopsi belum tentu semua orang punya kapasitas. Tapi walau kita terbatas bukan artinya kita tidak bisa bersedekah. Makhluk hidup sesama ciptaan Tuhan juga perlu makan dan minum. Kalau tidak itu artinya kita secara langsung membunuh, padahal Tuhan sudah ciptakan kita berdampingan. Semua shelter saja tidak mau menampung semua yang dibawa ke mereka karena mereka akan bilang bahwa hewan liar dilingkungan masing masing adalah tanggung jawab orang disekitar. Memberi makan juga mengurangi keinginan mereka untuk mencuri dan mengacak ngacak sampah sehingga mengurangi problem seperti yang dialami oleh orang orang disekitar saya. Yuk kurangin konten negatif yang menghakimi atau mengajak orang untuk berhenti berbuat baik apalagi ke sesama ciptaan Tuhan jika merasa terganggu dengan hewan liar bisa cari saja penthouse atau apartemen miliaran dijamin bebas dari hewan liar. Untuk teman teman cat lovers yang peduli dan suka rescue spt saya, coba lebih aktif dan meluangkan waktu untuk steril, ajak orang dilingkungan juga untuk melakukan hal tersebut karena untuk menekan populasi kucing atau anjing liar yang terlantar dan kesejahteraan nya buruk. Tapi bagi kalian yang suka beri makan, teruskan! Jangan pedulikan orang yang mengkritik tindakan baik yang kita lakukan. Baik benar buruk salah tidak bisa bergantung pada konten atau opini individu. Jangan lupa selalu jaga kebersihan ya."
3YeYUoybimM,@mengisi,"tinggal bberapa hari di BayWalk, disana terlihat bberapa kucing liar diberi makan dan gemuk-gemuk + besar-besar.,"
3YeYUoybimM,@djadjanesia,"Cobalah cat lovers inisiasi gerakan sterilisasi gratis. Biaya sterilisasi masih mahal, di tempat saya 400 ribu untuk jantan dan 800 ribu untuk betina. Heran, ada langkah menekan populasi kucing secara berkeprihewanan kok malah mahal, gimana orang orang ga pilih 🔪 kucing coba? Gratis, cuma modal tega dan tenaga. Saya yg suka kucing aja mikir mikir pas tau biaya sterilisasi, apalagi yg bukan penyuka kucing?"
3YeYUoybimM,@genshambudiharjo4088,"Betul, kucing liar harus disteril supaya tidak beranak pinak, tidak terbayang kalo hewan liar terus berkembang, pasti jadi hama."
3YeYUoybimM,@vivvv3250,Sejujur nya saya juga mau bngt steril kucing. Tp apa daya ditempt saya ga ada program nya. Puskeswan ga ada. Harga steril mandiri mahal sampai 600an. Shelter ga ada. 😢
3YeYUoybimM,@UmmuCollections,Semua nya  memiliki maksud positif yang hanya sekedar memberi makan mereka berasumsi sebagai salah satu amal sholeh menambah pahala ke sesama makhluk-nya ❤
3YeYUoybimM,@SriRahayu-qi1nb,Apkh memberi mkn kucing liar  tnp mengadopsi mrk itu suatu kslhn ?
3YeYUoybimM,@Kleeyren,"​@@SriRahayu-qi1nb bisa dibilang bukan kesalahan namun aktivitas tersebut dapat membuat kucing melebihi batas populasi nya,lebih bagus nya daripada hanya memberi makan sekaligus aja adopsi atau membawanya ke shelter"
3YeYUoybimM,@SriRahayu-qi1nb,"@Kleeyren Selter ssh di cr bro dn pke syarat&quot;tertentu, KL cm 1 kucing mngkin diadopsi tp ini ada 10 atw 11 kucing..sdgkn aku tinggl di kontrakan sempit..pernh ku coba cuek GK ksh mknn di sore harinya tp GK tega liatnya..biasa 2x..mksh infonya"
3YeYUoybimM,@RenyEka-yr8fx,Betul bangert malah islam ngajarkan rizki kita ada rizki binatang lain juga
3YeYUoybimM,@gakbolehgituya,"Akan jadi butterfly efek, kita kasihan lihat kucing2 liar yg kadang ada yg kurus, terluka, dll lalu memberi makan tiap hari, scara tidak langsung polulasi smakin bertambah tapi itu akan terjadi peristiwa berulang, hasil keturunannya 50% akan mengalami nasib yg sama seperti sakit, kurus, dll, dan ada orang yg kasihan lagi lalu memberinya makan tiap hari maka akan terjadi butterfly efek sekaligus peningkatan populasi yg sulit di kontrol. Btw bukanya udah di jelasin ya efek2 nya di video. Apakah anda gak menyimak dari awal sampai akhir?"
3YeYUoybimM,@MawarUngu77,Kasian kucing liar klo semua org berfikiran ky bgini. Sy jg srg rawat kucing liar. Gk ada masalah tuh. Tergtg kt nya perduli gk...or ngerawat gk...<br>Klo gk dirawat ya penyakitan...<br>Klo sdh waktunya mati ya sm aja ky org sakit jg...<br>Yg pjg umur jg byk...<br>Semua makhluk hidup jg pasti mati....
3YeYUoybimM,@giadoKW,"tetangga ada yang suka street feeding begini, makan nya dirumah dia buang hajat nya dirumah saya dan terkadang pada masuk ke para rumah saya... mau komplain bingung kemana toh namanya kucing liar :(("
3YeYUoybimM,@mqadrii,"Mau share ke grup2 sosial, takut dikick haha"
3YeYUoybimM,@rozwardsaitama-kun1589,"Betul banget, menurut saya, kalau memang gak niat mau melihara udh biarin aja... <br>Saya pernah soalnya ada kucing liat dateng ke rumah, tak kasih sisa makanan, akhirnya dia gak mau pergi.. <br>dan dari satu ekor itu udh melahirkan hampir 20 ekor anak.. <br>dan setiap kali melahirkan, dengan pedenya dia ini masuk ke dalam lemari baju, bahkan saking pinginnya dia masuk lemari baju, si kucing ini sampai tega membobol lemari dengan melubanginya (lemarinya emang cuma dari triplek) <br>kucing liar memang seharusnya hidup di alam, mengendalikan populasi tikus"
3YeYUoybimM,@tyaraeffendi3532,MANUSIA MEMANG MAKHLUK PALING EGOIS.. seandainya tuhan ngga menciptakan manusia..
3YeYUoybimM,@ZuanBen,"Analogi nya ga masuk bang, <br>Ini yang anda bilang ,kalau kita kasih makan kucing 1 or 2 ,mereka akan berkembang biak jadi banyak.<br>Jadi maksudnya kalau ga dikasih makan,biar kan mereka mati gitu biar gak berkembang biak?<br>Mau dikasih makan gak dikasih makan mereka tetap akan berkembang biak dan bertambah.<br>Dan juga kalau lapar mereka gak iclik itu salah juga, semua binatang bang kalau iclik itu ada musim nya karna pada waktu tertentu kucing cewek ngasilin hormon apa gitu yang itu memikat bau para penjantan , bukan kenyang dia ngew3 bang emang elu wkwk<br>Yang benar disterilisasi kucing liar kalau lu punya uang banyak."
3YeYUoybimM,@memori.studio,"Sebel banget sama tetangga yg adopsi kucing, tp kucingnya ga pernah dirawat, dibiarin eek di mana2.. Di rumah saya jg... Kdg mencrettt eeknya... Tega bangettttttttttttt, dikasih makan engga, dikasih tempat tidur engga... Cuman dikasih kalung tanda hak milik punya twtangga... Suka kehujanan kasian, kdg tidur di depan rumah sy.. tp sy ga suka jd sy biarin aja.. Tetanggaa kamu harus sadarrrr kucingmu bisa bawa penyakit buat anakku, buat anakmuu jugaaa"
3YeYUoybimM,@ZhulsFalah,Terserah saja
3YeYUoybimM,@thehaslingingslaser,"Bener ini min, saudaraku juga ada yang kurang suka sama kucing karna dulu pernah dikejar kucing sampe trauma trus gang didepan rumah itu banyak banget ee kucingnya. Btw adminnya kayaknya umurnya hampir 40 an hehe, tapi suaranya kayak masih umur 20 an."
3YeYUoybimM,@anisyasjmine,"Gimana ya, bingung juga mau setuju atau ngga, soalnya kalau mau sadar diri sebenarnya kita ini Manusia yg telah mengambil Hak Tinggalnya Hewan dan Tumbuhan. Dulu ini Hutan, sekarang sudah Perumahan. Otomatis, kucing byk yg kelaparan karena makanannya tidak sebanyak dulu. Kalau bingung bayangin aja Macam di Perumahan karena dulu habitatnya di situ. Gw lebih setujunya kucing disteril, cuma takutnya populasi kucing nanti berkurang hampir punah. Gw kalau gaberi makan kucing di jalanan, gw bingung apakah kucing bisa survive di jalan karena tahu sendiri sekarang sudah Perumahan, jadi kesimpulannya Gw masih belum tau solusi tepatnya gimana. Karena yg masih gw mikirin, tempat yg kita tinggal sekarang ini yakinlah sebelumnya habitat mereka, hewan dan tumbuhan, dan kucing pun termasuk. Sadarlah, selama ini kita yg ambil tempat tinggalnya, habitatnya."
3YeYUoybimM,@nicoguru9129,DI DALAM REZEKI YANG KITA DAPAT ADA REZEKI UNTUK HEWAN.BERSEDEKAH TIDAK HARUS KEPADA MANUSIA.TAPI JUGA PADA HEWAN.BINATANG KESAYANGAN NABI MUHAMMAD SAW YAITU KUCING.DENGAN NAMA MOEZA.INGAT DAN CAMKAN ITU ADMIN  !!!
3YeYUoybimM,@AlamSemenit,"<a href=""https://www.youtube.com/watch?v=AiwleyXsQmk"">https://www.youtube.com/watch?v=AiwleyXsQmk</a>"
3YeYUoybimM,@error7681,"Keluarga saya ga suka kucing. kucing liar di desa kami ditelantarin sama orang yg meliara, bosen, langsung dibuang gt aja. Mereka suka nyuri makanan, pernah pipis di sofa, buang kotoran di dalam rumah, muntah di teras, yg bikin ibu + saya makin g suka (soalnya kami yg bersih2). <br><br>Himbauan ya guis, jangan pernah meliara kucing kalo pada akhirnya kamu telantarin. Mungkin ini akan membuat saya dibenci, tapi daripada ditelantarin, kalau ga mau naruh ke shelter, atau nemuin pemilik baru, mending dieuthanasia"
3YeYUoybimM,@idafitria3379,Q  tipe yg gk suka kucing. Soalnya suka buang kotoran sembarangan sering di dlm rumah. Suka kencing sembarangan juga..
